carid,clientid,mark,model,year,vin
833,314,Dacia,Commodore,2022,VHG1MFJX0ESTBD2WR
834,591,HSV,Altima,1971,0NDG4EBP7ARVFGV6F
835,948,McLaren,Continental GT,1971,EUAM23ZZ08P5YZVDE
836,565,Tesla,Vue,2001,P4938X2Y7WMEW7TNS
837,321,Opel,Ibiza,1985,AJJ9XF2S558BJCNY0
838,861,Opel,C-Class,2010,77SNJ8P2XS29KFTGM
839,430,Lancia,Forte,1994,SSU7B5DBX4PSC8G0M
840,393,Daihatsu,911,1998,XWDTLWS08XEG3NA3P
841,835,Lotus,H2,1986,HXE2UFB490XL3TU9N
842,432,Renault,Nexon,2014,SJ2KH3ER4B2RC00LA
843,820,Lincoln,tC,1979,LL7S0YAA31T1G941N
844,183,Lexus,Huayra,2011,XE3088AM72JF1W43F
845,319,Opel,Maloo,1972,5AM3YJCL6BC97BK07
846,627,Jaguar,Duster,2005,6JFFZ6938V02GVS5N
847,679,Citroën,Emgrand 7,2006,X08XLPM0X46YJYNGE
848,548,Ferrari,Model 3,2023,TVVBPFJ8XD4N7WFY0
849,100,Dodge,Duster,2021,SU7YRWHC6FXAWRDR6
850,753,HSV,Sierra,1980,6B1LXFZPX1NPWKYMF
851,257,Aston Martin,Model 3,2011,D0Z6RTAMXBTLVUCLP
852,905,Volkswagen,3 Series,1975,6JG112373NRUHR2ZK
853,868,BYD,Navigator,1971,XDDVWLSW5GDXYFZRR
854,135,HSV,XC60,1972,L1WHF3FL504PWZRN3
855,232,Mini,Vue,2011,23U9CCFDX9JAVYDP1
856,517,Mazda,Enclave,2018,BLKKGNMT5SN7WZDAV
857,938,Great Wall,Mustang,1982,NSMEPXN211GX8YN7H
858,84,Kia,Continental GT,2007,ECE4N37E0U0JH4GRK
859,606,Genesis,Clio,2004,8FDWWCPP7XDU8Z7D1
860,161,Holden,A4,1994,J2C1HDHKXE008GZNG
861,916,BMW,XC60,2008,W6NZ9EL93WXCPYCM2
862,695,Mercedes-Benz,G70,1982,L6SHVMJW91J5FTJHR
863,22,Rolls-Royce,911,2008,3SLRTB2R0CYS69C60
864,699,Mini,Barracuda,2006,J9FF8R7W2UR83F09N
865,859,Chrysler,500,1990,11JF9R224S0SYR7HD
866,371,Pontiac,Clio,2003,FFFJ2DZB3LAG4JWUL
867,467,Skoda,300,1994,6KB0P9S25HJTRLHAV
868,872,Bugatti,9-3,2016,ZHEVFEEF34CTR6U69
869,330,MG,720S,1998,E9ACNV837DMTFE2SF
870,69,Bugatti,Model 3,1980,1VWWTY3247CU4YC7L
871,539,BMW,C4,1993,Y1VX6J926ETKK0VEY
872,943,Mitsubishi,ES,1981,855SLDB64JU986U49
873,346,Great Wall,Forte,2021,8DM15X9M5AXJRF3G7
874,499,Pagani,Rexton,2010,6EJ0X5ZH7B5TWK1S8
875,670,Maserati,XC60,2013,LXB00G475BMXB5NA7
876,775,Ram,3 Series,2014,HFLTK3S849XFV4D38
877,243,Skoda,9-3,2021,NZVUK6NL40KX18JD5
878,312,Tesla,Mazda3,1971,7MKS75WG23FS1N53Z
879,400,Land Rover,Phantom,2001,4PHA55AV2UJ218FMK
880,247,Plymouth,911,1991,X16S0UP458RT58YBD
881,7,Oldsmobile,tC,1998,KMMLY7XB5FJDAWL3Z
882,399,Chrysler,Rexton,2009,5DZR5S0D4LD8NBU4C
883,522,Cadillac,Levante,1988,WWL7417S7511RK76S
884,350,SsangYong,Q50,1986,5J6PLYN5X61N1U7SA
885,703,Ram,Evija,2020,UZBVNXUTXXSEV9E97
886,823,Tesla,Copen,1977,F2KKZRW70J2WEHP3S
887,457,Jeep,Lancer,2022,KYBBHDSN2G8EXSV0Y
888,60,Chrysler,911,1979,ZAMKFA9E7TY7BP58M
889,323,Mercedes-Benz,720S,1973,7X209B1Z7KL4ZUFDH
890,252,Dodge,Model 3,1984,DH704CV5XH9AWKPJ9
891,462,Honda,ZS,1990,DGD993ME4F67F4YPU
892,868,Acura,Clio,1979,1A8GE5SZX6A18F6UR
893,459,Fiat,Lanos,1992,LMRGDFH03SD9S6J56
894,870,Oldsmobile,Huracán,1994,T6SFDBYK7KPMH520N
895,122,Porsche,C4,2018,9MGDY9WN71PT7VS8F
896,934,Hyundai,Challenger,1976,31T7L1YK04R0T9EGY
897,922,Peugeot,Q50,1971,G3PU3DH06L5RHF22F
898,813,Tata,Escalade,1985,XP0U3E9T268XHMTLU
899,641,Ford,C-Class,1974,MYNNESNP2PXCES96X
900,510,Mazda,Regera,1973,BW92SANA4B77GVHGK
901,407,Ram,tC,2021,LA70YZ9L27M3G7R4V
902,888,Jaguar,Wrangler,1992,ZAE80E9861D3GFYYY
903,962,HSV,Copen,2019,F9YSTNKC8HF7YZ241
904,687,Genesis,Impreza,2019,KGS1UBNU7A5KP7H28
905,217,Buick,Q50,2011,PZ8MNSBC8Y464W3T1
906,938,Geely,ForTwo,1992,LCP3PY9B0Y3238PWW
907,245,Maserati,Chiron,1996,E4UA5KRP2F7MA0HG6
908,247,Renault,Altima,1971,UF40L3T66RRX1VJXG
909,274,Peugeot,Ypsilon,2006,6XPHWGW20MGK3FT2F
910,725,Maserati,Wrangler,1982,CB0WMAHB4HMZXW8TD
911,383,Lexus,Altima,1996,T70NLM6Y0VYC8VBUP
912,969,Mazda,ForTwo,1997,7ESWLSM0X8KA1ZYT8
913,740,MG,Camaro,2011,YTE8MT3J37HMU9T62
914,367,Volvo,tC,2023,8JGGKV9T13ND4FV2P
915,794,Buick,H2,2014,64D0LJ0Y3DZYMJLSB
916,307,Fiat,Golf,2009,20U328VA6JX81GPG9
917,395,Acura,Wrangler,2010,KSFMTTXF5H2J8Y66L
918,750,Hyundai,CS35,2014,F34DD8GN939UNCGE3
919,144,Peugeot,tC,2007,5B74FPXX3VV5VDCNW
920,892,Ram,Giulia,1979,G25F43LW6ZTYPN5J9
921,93,Alfa Romeo,Mazda3,1990,NW9B023G52BF8W5L6
922,978,Saturn,Civic,1971,RWNA4L690T6X5BZHC
923,522,SEAT,Wrangler,1982,BKDW70DP9H8A0ZZXP
924,960,Nissan,9-3,2011,U17WJFUT7ZL6PH68N
925,482,Chevrolet,Camaro,2008,ZBSRLHJ79461EVY4M
926,814,Ram,DB11,2006,517ZE4PN5KTKM54VA
927,863,Geely,Swift,2011,AU5FCEPJ7L027XUHN
928,423,Dodge,Emgrand 7,1984,GSN1C5SB5L5LDXPFU
929,363,Rolls-Royce,C4,2004,KFJARCS969V4KB8R4
930,334,Renault,Continental GT,2013,PRA12YH56Z4BCE46P
931,22,Audi,Evija,1993,6GKZ63RU1AT22BD40
932,899,Tesla,Elantra,1991,7H0821WH558RSPA28
933,943,SsangYong,CS35,1971,K4N0R5TA2BYGV3UYD
934,747,Rolls-Royce,Navigator,2009,8HA71UGS0S3P86Y3U
935,81,Daewoo,Firebird,1998,EM6P9DC678MNY9T39
936,28,Dacia,C-Class,1996,TNT7ZA063SCLXAP79
937,214,Subaru,Golf,1972,FHY8CUNH0UXFC4HDL
938,155,Lamborghini,911,2010,LV8A4PALX7MZU964L
939,885,GMC,Evija,2017,95PH0D1V59WUVE4F6
940,96,Porsche,D-Max,2022,8K4YVNTX9CVEXGV18
941,754,Honda,Levante,1981,15YEDRVZ14K1W82FE
942,914,Jeep,Duster,2012,7PPL2SNR3NUTXEF93
943,72,BMW,Navigator,1980,F0TGLNV19YZ8WJMKY
944,556,Dodge,Qin,2003,GEBE9MKU9A1PGMTVM
945,446,Land Rover,911,1972,JEVNJGML1ESSKWD47
946,776,Dacia,Barracuda,2022,1KM7SD6N2N190Y4KA
947,347,Saab,G70,1970,KV2PKNUCX2GC1Z7GD
948,547,Skoda,Mustang,1992,WNUTW4759GX45ACRL
949,789,Renault,Astra,1999,ZBHBW6SW5LL6P7TGX
950,954,Chevrolet,Elantra,2001,DK7P82RT8X6LGDPM8
951,651,Buick,ES,2020,95CMCJMM1FGU2MJDP
952,754,Alfa Romeo,G70,2009,Y1XPJTJW8YT05UV9N
953,776,Mini,H2,1978,BEVDVMHZ3DS6TW6Z0
954,649,Genesis,300,2003,LJF2YFV979Z3YNB4U
955,997,Aston Martin,Commodore,1972,8TJHGK0W8LWHM26LP
956,630,Infiniti,Regera,2019,SLMSAE496146XSKMB
957,153,Pagani,Lanos,2002,4JRZAE9W4C8WRN6LM
958,351,Toyota,Phantom,2016,SJ1PVWRX2DT9VS5WR
959,521,Fiat,Commodore,2004,RCC2NU6V1AES8NBJJ
960,245,Hyundai,720S,1983,H4AH1D1A2XTKYLJJ3
961,625,Pontiac,tC,2019,A1NK75B95TB0JUCPM
962,434,Holden,Huracán,1978,FT5VU2489ELL850D9
963,59,Acura,Enclave,1971,PSX80F298X21AC0AD
964,608,Renault,Regera,2002,KD14X7LU8ZYXWLZZM
965,344,SEAT,Mustang,1981,DJZN4CNX87B8R4JLG
966,841,Mini,Navigator,1999,SXGM3MT1XA3B2V751
967,518,Genesis,Levante,2021,B9W49VPA9SECG5T4X
968,397,Ram,Civic,1991,5EB6JZVM2KWD97UH5
969,305,Isuzu,Phantom,2011,UV0KWZAE91C64SEDZ
970,944,Toyota,Barracuda,2007,70B2NU7A8PK95V5KP
971,60,Volkswagen,F-PACE,1995,WZ9TVHDD7NTKXEH3T
972,909,Hummer,Octavia,2019,S1ASZG6T0B933KU78
973,956,Fiat,Cooper,2021,UNFMPP6P1TSPLXRDY
974,741,Cadillac,Enclave,2012,V4C327F80JJ7G99PU
975,7,Tesla,Lancer,2019,B3JKBSBJX85D0C7HM
976,750,Bugatti,208,2015,E1VKJBCR06HMS8YLM
977,391,Cadillac,Cutlass,2017,8Z5PHUDW3JZG66206
978,524,Dodge,G70,2018,SV29H2PS5WSPF2779
979,293,Mahindra,Octavia,2016,BPV65XXU091EPMXDH
980,488,Dacia,Astra,1989,EPS3Y93A9693RAZY7
981,897,Land Rover,Qin,2011,CEC8MRF15B71T5ZJW
982,472,Genesis,Huayra,2009,T2W39CUR5YRFZ3WC1
983,641,Ford,Ypsilon,1987,MTMDD5ZDXAE8BTCLF
984,744,Lotus,Elantra,2005,TWLTZMB53M3BXCD4C
985,135,HSV,TLX,1985,8VFRVTTK3A3JK1C4T
986,750,Dodge,Lancer,2017,5RCC0PCJXRLBDL64L
987,245,Renault,DB11,2012,7D8JWEDJ4HWHB68XW
988,577,Ram,Forte,2010,XMXPLLMJ4YVX8D1VZ
989,612,Genesis,Q50,2016,4X8EN1LV4NUXUUVW7
990,492,Jeep,D-Max,2001,J6ZCU0CL14958B4GN
991,400,Lancia,Mazda3,2018,BZW6VEKE878A3B2B8
992,541,HSV,H2,1973,RYVAN83X08XVHB3Z9
993,50,Acura,Rexton,2018,HDFMMY1H6J0GT8HJX
994,263,Lamborghini,Lanos,1992,T8NNCGZ347UR663D1
995,507,Lancia,tC,2021,78SNFZMS65L1M2E2Y
996,703,Saturn,Lancer,1992,4EVN9E3D38C0ATYMD
997,545,Mazda,D-Max,1996,UYK4LD0D0VP9Z7KH2
998,878,Audi,Copen,2000,MBCJ9MB21PXZDP74D
999,806,Ford,DB11,2004,4EL1N04H2337J0SV8
1000,875,Acura,Lanos,1988,GLV47R7Y4EFWTUFR5
